004,3010,UNIVERSAL 900 MM 4 TRAMOS zzzz                               ,ANTENA              ,FELKO                                   , 10.50,          43.35
172,301781,MOTOR ARRANQUE FIAT 780 24V.                                 ,DIPRA               ,DIPRA                                   , 21.00,       11340.11
172,301782,MOTOR ARRANQUE FIAT 780 REE MA GNETI MARELLI C/SUNCHO        ,DIPRA               ,DIPRA                                   , 21.00,       11712.35
172,301800,MOTOR ARRANQUE PEUG504/505 2.0                               ,DIPRA               ,DIPRA                                   , 21.00,         599.30
172,A1100A      ,M.BENZ INDIEL 12V 70A C/POLEA                                ,DIPRA               ,DIPRA                                   , 21.00,         581.50
172,A1100R      ,ART: 172         A1100R                                      ,DIPRA               ,DIPRA                                   , 21.00,         659.82
172,A1120       ,ALTERNADOR T/INDIEL 12V 70A RU LEMAN 6023                    ,DIPRA               ,DIPRA                                   , 21.00,         521.62
172,A1120R      ,ALTERNADOR T/INDEIL 12V 70A C/ REG.INCORP                    ,DIPRA               ,DIPRA                                   , 21.00,         589.37
172,A1121R      ,PERKINS 12V 70A C/REG.INCORPO.                               ,DIPRA               ,DIPRA                                   , 21.00,         644.24
172,A1122       ,ALTERNADOR T/INDIEL 12V 70A RU LEMAN 6205                    ,DIPRA               ,DIPRA                                   , 21.00,         553.83
172,A1122R      ,ALTERNADOR T/INDIEL 12V 70A RU L 6205 REG INCORP             ,DIPRA               ,DIPRA                                   , 21.00,         644.24
172,A1130       ,ALTERNADOR T/INDIEL 12V 55A FA LCON AMPERIMETRO              ,DIPRA               ,DIPRA                                   , 21.00,         461.14
172,A1130A      ,FALCON INDIEL 12V 55A L/PILOTO                               ,DIPRA               ,DIPRA                                   , 21.00,         469.44
172,A1130R      ,ALTERNADOR T/INDIEL 12V 55A FA LCON REG.INCORP               ,DIPRA               ,DIPRA                                   , 21.00,         523.42
172,A1134R      ,DEUTZ INDIEL12V 70A REG./POLEA                               ,DIPRA               ,DIPRA                                   , 21.00,         649.29
172,A1160R      ,ALTERNADOR T/INDIEL 12V 100A C /REG Y POLEA                  ,DIPRA               ,DIPRA                                   , 21.00,         832.79
172,A1162R      ,M.BENZ INDIEL 12V 70A CAR.PLE.                               ,DIPRA               ,DIPRA                                   , 21.00,         873.96
172,A1168R      ,RENAULT 12V/70A 4-6-12-18 REGU -LADOR INC.                   ,DIPRA               ,DIPRA                                   , 21.00,         607.61
172,A1169R      ,ALTERNADOR T/INDIEL 12V 70A RE G INCORP                      ,DIPRA               ,DIPRA                                   , 21.00,         607.61
172,A1170       ,ALTERNADOR T/INDIEL 12V 38A T/ FORD                          ,DIPRA               ,DIPRA                                   , 21.00,         457.79
172,A1252R      ,ALTERNADOR T/NASHVILLE 12V 70A C/REG Y POLEA                 ,DIPRA               ,DIPRA                                   , 21.00,         666.09
172,A1180       ,ART: 172          A1180                                      ,DIPRA               ,DIPRA                                   , 21.00,         551.46
172,A1180A      ,ART: 172         A1180A                                      ,DIPRA               ,DIPRA                                   , 21.00,         601.71
172,A1180R      ,ART: 172         A1180R                                      ,DIPRA               ,DIPRA                                   , 21.00,         668.34
172,A2100A      ,M.BENZ INDIEL 24V/60A C/POLEA                                ,DIPRA               ,DIPRA                                   , 21.00,         620.32
172,A2120       ,ALTERNADORT/INDIEL 24V 60A RUL EMAN 6203                     ,DIPRA               ,DIPRA                                   , 21.00,         546.29
172,A2120R      ,ALTERNADOR T/INDIEL 24V 60A RE G/INCORP                      ,DIPRA               ,DIPRA                                   , 21.00,         656.46
172,A2122       ,ALTERNADOR T/INDIEL 24V 60A RU L 6205 REG INCORP             ,DIPRA               ,DIPRA                                   , 21.00,         601.17
172,A2122R      ,ALTERNADOR T/INDIEL 24V 60A RU L 6205 REG INCORP             ,DIPRA               ,DIPRA                                   , 21.00,         711.75
172,A2123R      ,FIAT 24V 60A C/REG.INCORPORADO                               ,DIPRA               ,DIPRA                                   , 21.00,         735.90
172,A2134R      ,DEUTZ 24V 60A C/REG.Y POLEA                                  ,DIPRA               ,DIPRA                                   , 21.00,         735.90
172,A2135       ,ALTERNADOR T/INDIEL 24V 50A CH ICO                           ,DIPRA               ,DIPRA                                   , 21.00,         490.67
172,A2135R      ,ALTERNADOR T/INDIEL 24V 50A CH ICO /REG INCORP               ,DIPRA               ,DIPRA                                   , 21.00,         580.06
172,A2135RT     ,ALTERNADOR T/INDIEL 24V 50A CH ICO C/REG Y TACOM             ,DIPRA               ,DIPRA                                   , 21.00,         603.66
172,A2161R      ,ALTERNADOR T/INDIEL 24V 90A C/ REG Y POLEA                   ,DIPRA               ,DIPRA                                   , 21.00,         924.72
172,A2171R      ,ALTERNADOR T/INDIEL 24V 90A C/ REG Y POLEA                   ,DIPRA               ,DIPRA                                   , 21.00,         924.72
172,A2254R      ,FIAT 150 TURBO 24V 60A                                       ,DIPRA               ,DIPRA                                   , 21.00,         735.90
172,A2255       ,ALTERNADOR T/NASHVILLE 24V 60A                               ,DIPRA               ,DIPRA                                   , 21.00,         585.28
172,A2255R      ,ALTERNADOR T/NASHVILLE 24V 60A C/REG INCORP                  ,DIPRA               ,DIPRA                                   , 21.00,         684.10
172,A2270R      ,ALTERNADOR T/NASHVILLE 24V 60A C/POLEA Y REGULADOR           ,DIPRA               ,DIPRA                                   , 21.00,         709.03
172,A2285       ,ALTERNADORES                                                 ,DIPRA               ,DIPRA                                   , 21.00,         604.28
172,A2285A      ,ALTERNADOR T/INDIEL 24V 60A C/ POLEA                         ,DIPRA               ,DIPRA                                   , 21.00,         671.81
172,A2285R      ,ALTERNADOR T/INDIEL 24V 60A C/ INCORP                        ,DIPRA               ,DIPRA                                   , 21.00,         734.18
172,A2286R      ,ALTERNADOR T/INDIEL 24V 125A S CANIA P/LARGA                 ,DIPRA               ,DIPRA                                   , 21.00,        2126.35
172,A2287       ,ALTERNADOR T/INDIEL 24V 125A A IRE ACON.P/LARGA              ,DIPRA               ,DIPRA                                   , 21.00,        2126.35
172,A2288       ,M.BENZ 24V 125A A/A T.KING                                   ,DIPRA               ,DIPRA                                   , 21.00,        2126.35
172,A3282R      ,ALTERNADOR T/BOSCH-WAPSA 24V 9 0A C/REG INCORP.              ,DIPRA               ,DIPRA                                   , 21.00,        1900.25
172,A3284R      ,ALTERNADOR T/BOSCH-WAPSA 24V 1 25A C/REG INCCORP             ,DIPRA               ,DIPRA                                   , 21.00,        1933.06
172,A01         ,DESP/ALTER.40 AISLENT.SURTIDAS                               ,DIPRA               ,DIPRA                                   , 21.00,          11.94
172,BNG24       ,DESP/ARRAN.10 ARAND.P/EJE(12.5 X21X2)                        ,DIPRA               ,DIPRA                                   , 21.00,           3.55
172,A03         ,ARAND/ALUMINIO 100 SURTIDAS                                  ,DIPRA               ,DIPRA                                   , 21.00,          13.33
172,A05         ,ARAND/MICARTA 100 SURTIDAS                                   ,DIPRA               ,DIPRA                                   , 21.00,          20.06
172,A06         ,ARAND/MICARTA 20(10C/U)12X25.5 X1 Y 2MM                      ,DIPRA               ,DIPRA                                   , 21.00,           7.48
172,A07         ,ARAND/MICARTA 20(14.5X29X1 Y 2 MM 10C/U                      ,DIPRA               ,DIPRA                                   , 21.00,          11.44
172,A07/6       ,ARANDELAS MICARTA 6(3 C/U) DE  15X29X1 Y 2MM INDIEL          ,DIPRA               ,DIPRA                                   , 21.00,           3.70
